Date,Time,CPU001 User%,CPU001 Sys%,CPU001 Wait%,CPU001 CPU%,CPU002 User%,CPU002 Sys%,CPU002 Wait%,CPU002 CPU%,CPU_ALL User%,CPU_ALL Sys%,CPU_ALL Wait%,CPU_ALL CPU%,CPU_ALL Busy,CPU_ALL CPUs,DISKBSIZE sda,DISKBSIZE sda1,DISKBSIZE Total,DISKBUSY sda,DISKBUSY sda1,DISKREAD sda,DISKREAD sda1,DISKREAD Total,DISKWRITE sda,DISKWRITE sda1,DISKWRITE Total,DISKXFER sda,DISKXFER sda1,DISKXFER Total,JFSFILE /,JFSFILE /dev,JFSFILE /run,JFSFILE /,JFSFILE /dev/mqueue,JFSFILE /dev/hugepages,JFSFILE /var/lib/docker/overlay,JFSFILE /run/user/0,MEM memtotal,MEM hightotal,MEM lowtotal,MEM swaptotal,MEM memfree,MEM highfree,MEM lowfree,MEM swapfree,MEM memshared,MEM cached,MEM active,MEM bigfree,MEM buffers,MEM swapcached,MEM inactive,MEM swapused,NET veth116834d-read-KB/s,NET eth0-read-KB/s,NET lo-read-KB/s,NET docker0-read-KB/s,NET veth116834d-write-KB/s,NET eth0-write-KB/s,NET lo-write-KB/s,NET docker0-write-KB/s,NETETOTAL total-read-KB/s,NETETOTAL total-write-KB/s,NETETOTAL total-KB/s,NETETOTAL total-read-packets/s,NETETOTAL total-write-packets/s,NETETOTAL total-packets/s,NETPACKET veth116834d-reads/s,NETPACKET eth0-reads/s,NETPACKET lo-reads/s,NETPACKET docker0-reads/s,NETPACKET veth116834d-writes/s,NETPACKET eth0-writes/s,NETPACKET lo-writes/s,NETPACKET docker0-writes/s,NETTOTAL docker0-KB/s,NETTOTAL docker0-packets/s,NETTOTAL eth0-KB/s,NETTOTAL eth0-packets/s,NETTOTAL lo-KB/s,NETTOTAL lo-packets/s,NETTOTAL veth116834d-KB/s,NETTOTAL veth116834d-packets/s,PROC Runnable,PROC Blocked,PROC pswitch,PROC syscall,PROC read,PROC write,PROC fork,PROC exec,PROC sem,PROC msg,rcuos/0 (12) %CPU,rcuos/0 (12) %Usr,rcuos/0 (12) %Sys,rcuos/0 (12) %Wait,rcuos/0 (12) Size,rcuos/0 (12) ResSet,rcuos/0 (12) ResText,rcuos/0 (12) ResData,rcuos/0 (12) ShdLib,rcuos/0 (12) MinorFault,rcuos/0 (12) MajorFault,collectd (2255) %CPU,collectd (2255) %Usr,collectd (2255) %Sys,collectd (2255) %Wait,collectd (2255) Size,collectd (2255) ResSet,collectd (2255) ResText,collectd (2255) ResData,collectd (2255) ShdLib,collectd (2255) MinorFault,collectd (2255) MajorFault,systemd-journal (233) %CPU,systemd-journal (233) %Usr,systemd-journal (233) %Sys,systemd-journal (233) %Wait,systemd-journal (233) Size,systemd-journal (233) ResSet,systemd-journal (233) ResText,systemd-journal (233) ResData,systemd-journal (233) ShdLib,systemd-journal (233) MinorFault,systemd-journal (233) MajorFault,rightlink (2643) %CPU,rightlink (2643) %Usr,rightlink (2643) %Sys,rightlink (2643) %Wait,rightlink (2643) Size,rightlink (2643) ResSet,rightlink (2643) ResText,rightlink (2643) ResData,rightlink (2643) ShdLib,rightlink (2643) MinorFault,rightlink (2643) MajorFault,nmon (29717) %CPU,nmon (29717) %Usr,nmon (29717) %Sys,nmon (29717) %Wait,nmon (29717) Size,nmon (29717) ResSet,nmon (29717) ResText,nmon (29717) ResData,nmon (29717) ShdLib,nmon (29717) MinorFault,nmon (29717) MajorFault,rngd (312) %CPU,rngd (312) %Usr,rngd (312) %Sys,rngd (312) %Wait,rngd (312) Size,rngd (312) ResSet,rngd (312) ResText,rngd (312) ResData,rngd (312) ShdLib,rngd (312) MinorFault,rngd (312) MajorFault,rsyslogd (313) %CPU,rsyslogd (313) %Usr,rsyslogd (313) %Sys,rsyslogd (313) %Wait,rsyslogd (313) Size,rsyslogd (313) ResSet,rsyslogd (313) ResText,rsyslogd (313) ResData,rsyslogd (313) ShdLib,rsyslogd (313) MinorFault,rsyslogd (313) MajorFault,dbus-daemon (320) %CPU,dbus-daemon (320) %Usr,dbus-daemon (320) %Sys,dbus-daemon (320) %Wait,dbus-daemon (320) Size,dbus-daemon (320) ResSet,dbus-daemon (320) ResText,dbus-daemon (320) ResData,dbus-daemon (320) ShdLib,dbus-daemon (320) MinorFault,dbus-daemon (320) MajorFault,dockerd (701) %CPU,dockerd (701) %Usr,dockerd (701) %Sys,dockerd (701) %Wait,dockerd (701) Size,dockerd (701) ResSet,dockerd (701) ResText,dockerd (701) ResData,dockerd (701) ShdLib,dockerd (701) MinorFault,dockerd (701) MajorFault,nginx (7906) %CPU,nginx (7906) %Usr,nginx (7906) %Sys,nginx (7906) %Wait,nginx (7906) Size,nginx (7906) ResSet,nginx (7906) ResText,nginx (7906) ResData,nginx (7906) ShdLib,nginx (7906) MinorFault,nginx (7906) MajorFault,nginx (7907) %CPU,nginx (7907) %Usr,nginx (7907) %Sys,nginx (7907) %Wait,nginx (7907) Size,nginx (7907) ResSet,nginx (7907) ResText,nginx (7907) ResData,nginx (7907) ShdLib,nginx (7907) MinorFault,nginx (7907) MajorFault,google_accounts (860) %CPU,google_accounts (860) %Usr,google_accounts (860) %Sys,google_accounts (860) %Wait,google_accounts (860) Size,google_accounts (860) ResSet,google_accounts (860) ResText,google_accounts (860) ResData,google_accounts (860) ShdLib,google_accounts (860) MinorFault,google_accounts (860) MajorFault,docker-containe (926) %CPU,docker-containe (926) %Usr,docker-containe (926) %Sys,docker-containe (926) %Wait,docker-containe (926) Size,docker-containe (926) ResSet,docker-containe (926) ResText,docker-containe (926) ResData,docker-containe (926) ShdLib,docker-containe (926) MinorFault,docker-containe (926) MajorFault,nginx %CPU,nginx %Usr,nginx %Sys,nginx %Wait,nginx Size,nginx ResSet,nginx ResText,nginx ResData,nginx ShdLib,nginx MinorFault,nginx MajorFault,nginx Count,VM nr_dirty,VM nr_writeback,VM nr_unstable,VM nr_page_table_pages,VM nr_mapped,VM nr_slab,VM pgpgin,VM pgpgout,VM pswpin,VM pswpout,VM pgfree,VM pgactivate,VM pgdeactivate,VM pgfault,VM pgmajfault,VM pginodesteal,VM slabs_scanned,VM kswapd_steal,VM kswapd_inodesteal,VM pageoutrun,VM allocstall,VM pgrotated,VM pgalloc_high,VM pgalloc_normal,VM pgalloc_dma,VM pgrefill_high,VM pgrefill_normal,VM pgrefill_dma,VM pgsteal_high,VM pgsteal_normal,VM pgsteal_dma,VM pgscan_kswapd_high,VM pgscan_kswapd_normal,VM pgscan_kswapd_dma,VM pgscan_direct_high,VM pgscan_direct_normal,VM pgscan_direct_dma
2017-06-30,08:04:18,0.200,0.200,0.000,0.400,0.100,0.200,0.000,0.300,0.200,0.200,0.000,0.400,0.000,2.000,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.100,0.100,0.100,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.600,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,111.900,112.000,0.000,109.500,111.900,112.100,0.000,111.900,112.000,112.100,224.100,180.500,180.100,360.600,178.500,180.500,0.000,178.500,178.800,180.100,0.000,178.800,221.400,357.300,224.100,360.600,0.000,0.000,223.800,357.300,1.000,0.000,419.200,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.150,0.000,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.050,0.050,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.200,0.050,0.150,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,4.000,0.000,0.000,883.000,1.000,0.000,167.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:04:28,0.100,0.300,0.000,0.400,0.100,0.400,0.000,0.500,0.100,0.400,0.000,0.500,0.000,2.000,7.500,7.500,7.500,0.200,0.200,0.000,0.000,0.000,50.000,50.000,50.000,6.700,6.700,6.700,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.600,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,130.700,130.900,0.400,127.300,130.800,131.500,0.400,130.800,130.900,131.500,262.400,247.200,246.400,493.600,244.600,247.200,0.400,244.600,245.500,246.400,0.400,245.500,258.100,490.100,262.400,493.600,0.800,0.800,261.500,490.100,1.000,0.000,666.100,-1.000,-1.000,-1.000,0.800,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,361724.000,15448.000,3648.000,346048.000,5592.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.000,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.150,0.000,0.150,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.300,0.000,0.300,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,500.000,0.000,0.000,2172.000,0.000,0.000,3066.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:04:38,0.000,0.300,0.000,0.300,0.100,0.100,0.000,0.200,0.000,0.200,0.000,0.200,0.000,2.000,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.100,0.100,0.100,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.700,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,137.600,137.700,0.000,133.800,137.700,136.900,0.000,137.700,137.700,136.900,274.600,281.100,280.900,562.000,280.100,281.100,0.000,280.100,280.200,280.900,0.000,280.200,271.500,560.300,274.600,562.000,0.000,0.000,275.300,560.300,1.000,0.000,603.400,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.000,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.250,0.000,0.250,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,4.000,0.000,0.000,1104.000,0.000,0.000,159.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:04:48,0.100,0.200,0.000,0.300,0.000,0.200,0.000,0.200,0.100,0.300,0.000,0.400,0.000,2.000,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.400,0.400,0.400,0.100,0.100,0.100,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4916.900,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,108.400,108.800,0.400,105.600,108.600,110.000,0.400,108.600,108.800,110.000,218.800,206.900,205.500,412.400,203.300,206.900,0.400,203.300,204.600,205.500,0.400,204.600,214.200,407.900,218.800,412.400,0.800,0.800,217.000,407.900,1.000,0.000,574.400,-1.000,-1.000,-1.000,1.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,1.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,4.000,0.000,0.000,2289.000,0.000,0.000,4035.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:04:58,0.100,0.200,0.000,0.300,0.100,0.200,0.000,0.300,0.100,0.200,0.000,0.300,0.000,2.000,6.000,6.000,6.000,0.000,0.000,0.000,0.000,0.000,1.200,1.200,1.200,0.200,0.200,0.200,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.400,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,127.500,127.500,0.000,124.300,127.500,127.500,0.000,127.500,127.500,127.500,255.000,236.400,236.500,472.900,235.500,236.400,0.000,235.500,235.400,236.500,0.000,235.400,251.800,470.900,255.000,472.900,0.000,0.000,255.000,470.900,1.000,0.000,518.500,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.150,0.050,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.300,0.100,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21717.000,-1.000,0.000,12.000,0.000,0.000,1042.000,0.000,0.000,154.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:05:08,1.400,2.100,0.000,3.500,1.500,2.000,0.000,3.500,1.500,2.100,0.000,3.600,0.000,2.000,4.900,4.900,4.900,0.600,0.600,0.000,0.000,0.000,15.200,15.200,15.200,3.100,3.100,3.100,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.200,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,146.800,150.300,0.400,141.600,147.300,146.600,0.400,147.300,150.300,146.600,296.900,387.600,379.000,766.600,376.200,387.600,0.400,376.200,384.800,379.000,0.400,384.800,288.900,761.000,296.900,766.600,0.800,0.800,294.100,761.000,1.000,0.000,978.300,-1.000,-1.000,-1.000,10.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,102592.000,37908.000,252.000,764.000,37488.000,55.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.300,0.250,0.050,0.000,4368.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.050,0.150,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.200,0.050,0.150,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,0.500,0.150,0.350,0.000,217188.000,13552.000,4.000,8748.000,4100.000,1717.000,0.000,,,,,,,,,,,,0.400,0.100,0.300,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,4.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,152.000,0.000,0.000,76718.000,80.000,0.000,150539.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,45992.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:05:18,0.100,0.100,0.000,0.200,0.100,0.100,0.000,0.200,0.100,0.200,0.000,0.300,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4919.400,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,126.200,126.400,0.000,123.800,126.300,127.200,0.000,126.300,126.400,127.200,253.600,183.700,183.100,366.800,181.600,183.700,0.000,181.600,182.200,183.100,0.000,182.200,250.100,363.800,253.600,366.800,0.000,0.000,252.500,363.800,1.000,0.000,455.600,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,4.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,0.000,0.000,0.000,893.000,0.000,0.000,145.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,266.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:05:28,0.000,0.300,0.000,0.300,0.100,0.300,0.000,0.400,0.100,0.300,0.000,0.400,0.000,2.000,18.000,18.000,18.000,0.200,0.200,0.000,0.000,0.000,3.600,3.600,3.600,0.200,0.200,0.200,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4917.700,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,129.200,129.400,0.900,125.700,129.200,130.600,0.900,129.200,129.400,130.600,260.000,255.400,255.400,510.800,253.400,255.400,0.800,253.400,253.400,255.400,0.800,253.400,254.900,506.800,260.000,510.800,1.800,1.600,258.400,506.800,1.000,0.000,656.500,-1.000,-1.000,-1.000,0.900,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,0.100,0.050,0.050,0.000,316136.000,10868.000,6696.000,303160.000,4276.000,36.000,0.000,0.300,0.000,0.300,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,4.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,36.000,0.000,0.000,2169.000,0.000,0.000,3051.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2556.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:05:38,0.100,0.200,0.000,0.300,0.000,0.100,0.000,0.100,0.000,0.200,0.000,0.200,0.000,2.000,8.000,8.000,8.000,0.000,0.000,0.000,0.000,0.000,1.600,1.600,1.600,0.200,0.200,0.200,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.500,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,136.500,136.600,0.000,133.500,136.500,136.400,0.000,136.500,136.600,136.400,273.000,222.400,222.200,444.600,221.300,222.400,0.000,221.300,221.400,222.200,0.000,221.400,270.000,442.700,273.000,444.600,0.000,0.000,273.000,442.700,1.000,0.000,501.000,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.250,0.050,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,0.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,16.000,0.000,0.000,1005.000,0.000,0.000,143.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,976.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:05:48,0.000,0.200,0.000,0.200,0.100,0.300,0.000,0.400,0.100,0.200,0.000,0.300,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.700,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,108.600,108.900,0.400,105.800,108.700,109.100,0.400,108.700,108.900,109.100,218.000,207.400,206.700,414.100,204.900,207.400,0.400,204.900,205.600,206.700,0.400,205.600,214.500,410.500,218.000,414.100,0.800,0.800,217.300,410.500,1.000,0.000,571.500,-1.000,-1.000,-1.000,0.800,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150,0.050,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,1.000,2.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,0.000,0.000,0.000,2504.000,0.000,0.000,3048.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2309.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:05:58,0.100,0.100,0.000,0.200,0.100,0.100,0.000,0.200,0.100,0.200,0.000,0.300,0.000,2.000,7.500,7.500,7.500,0.300,0.300,0.000,0.000,0.000,50.000,50.000,50.000,6.700,6.700,6.700,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.300,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,105.300,105.400,0.000,102.400,105.300,105.800,0.000,105.300,105.400,105.800,211.200,212.700,212.700,425.400,211.800,212.700,0.000,211.800,211.800,212.700,0.000,211.800,207.700,423.600,211.200,425.400,0.000,0.000,210.600,423.600,1.000,0.000,497.900,-1.000,-1.000,-1.000,0.000,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.050,0.050,0.000,480060.000,34888.000,30612.000,397324.000,15856.000,0.000,0.000,0.100,0.000,0.100,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.100,0.000,0.100,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,2.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,500.000,0.000,0.000,941.000,1.000,0.000,138.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1029.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2017-06-30,08:06:08,0.100,0.400,0.000,0.500,0.200,0.400,0.000,0.600,0.200,0.400,0.000,0.600,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.400,0.000,9.800,7.400,0.000,0.000,7.400,0.000,7480.400,-0.000,-0.000,0.000,4918.200,-0.000,-0.000,0.000,-0.000,1555.800,1173.600,-1.000,0.800,0.000,524.400,0.000,158.100,158.900,0.400,153.100,158.700,159.000,0.400,158.700,158.900,159.000,317.900,378.600,369.500,748.100,367.700,378.600,0.400,367.700,376.700,369.500,0.400,376.700,311.800,744.400,317.900,748.100,0.800,0.800,316.800,744.400,1.000,0.000,777.700,-1.000,-1.000,-1.000,0.800,-1.000,-1.000,-1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100,0.100,0.000,0.000,4368.000,588.000,20.000,380.000,496.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.200,0.000,0.200,0.000,55284.000,9400.000,1068.000,8144.000,1200.000,0.000,0.000,0.200,0.050,0.150,0.000,55776.000,9684.000,1068.000,8636.000,1056.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,0.400,0.050,0.350,0.000,111060.000,19084.000,2136.000,16780.000,2256.000,0.000,0.000,2.000,2.000,0.000,0.000,1451.000,21730.000,-1.000,0.000,0.000,0.000,0.000,2968.000,0.000,0.000,3079.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2990.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
